{'id': 2, 'label': '371511505520350', 'max_pred': '371511505520350', 'max_ratio': 1.0, 'matches': 1}
{'id': 16, 'label': '3560648870916626', 'max_pred': '3560648870916626', 'max_ratio': 1.0, 'matches': 1}
{'id': 23, 'label': '3518243454487278', 'max_pred': '3518243454487278', 'max_ratio': 1.0, 'matches': 1}
{'id': 30, 'label': '6011486064635225', 'max_pred': '6011486064635225', 'max_ratio': 1.0, 'matches': 1}
{'id': 17, 'label': '3545600715427384', 'max_pred': '3545600715448445', 'max_ratio': 0.8125, 'matches': 0}
{'id': 27, 'label': '346902906220058', 'max_pred': '346902906220374', 'max_ratio': 0.8, 'matches': 0}
{'id': 5, 'label': '30173407970341', 'max_pred': '30173407975263', 'max_ratio': 0.7857142857142857, 'matches': 0}
{'id': 0, 'label': '3525609767017203', 'max_pred': '3525609560825362', 'max_ratio': 0.6875, 'matches': 0}
{'id': 15, 'label': '345734524059803', 'max_pred': '345734556454434', 'max_ratio': 0.6666666666666667, 'matches': 0}
{'id': 22, 'label': '2715501318705059', 'max_pred': '371511505520350', 'max_ratio': 0.5806451612903225, 'matches': 0}
{'id': 31, 'label': '375164258582684', 'max_pred': '375164454444444', 'max_ratio': 0.5333333333333333, 'matches': 0}
{'id': 18, 'label': '501840494386', 'max_pred': '375164474481660', 'max_ratio': 0.5185185185185186, 'matches': 0}
{'id': 11, 'label': '4334448647536', 'max_pred': '375164474487628', 'max_ratio': 0.5, 'matches': 0}
{'id': 7, 'label': '30592211669726', 'max_pred': '375164474067650', 'max_ratio': 0.48275862068965514, 'matches': 0}
{'id': 4, 'label': '4296451375806606570', 'max_pred': '375164474067650', 'max_ratio': 0.47058823529411764, 'matches': 0}
{'id': 19, 'label': '374576962029077', 'max_pred': '375164474481660', 'max_ratio': 0.4666666666666667, 'matches': 0}
{'id': 28, 'label': '5569516637636371', 'max_pred': '5038501619726262', 'max_ratio': 0.4375, 'matches': 0}
{'id': 21, 'label': '213132716644657', 'max_pred': '346902906176064', 'max_ratio': 0.4, 'matches': 0}
{'id': 12, 'label': '180002373245560', 'max_pred': '3059226055804035', 'max_ratio': 0.3870967741935484, 'matches': 0}
{'id': 14, 'label': '3536599271908954', 'max_pred': '305922826866652', 'max_ratio': 0.3870967741935484, 'matches': 0}
{'id': 25, 'label': '2307599449762076', 'max_pred': '346902906170458', 'max_ratio': 0.3870967741935484, 'matches': 0}
{'id': 26, 'label': '2275170284006520', 'max_pred': '346902906176060', 'max_ratio': 0.3870967741935484, 'matches': 0}
{'id': 3, 'label': '565574485290', 'max_pred': '305922824976036', 'max_ratio': 0.37037037037037035, 'matches': 0}
{'id': 10, 'label': '503850402168', 'max_pred': '346902906170754', 'max_ratio': 0.37037037037037035, 'matches': 0}
{'id': 29, 'label': '639066617973', 'max_pred': '305922824976036', 'max_ratio': 0.37037037037037035, 'matches': 0}
{'id': 20, 'label': '4644888553620829651', 'max_pred': '305922824976036', 'max_ratio': 0.3529411764705882, 'matches': 0}
{'id': 24, 'label': '213185011695972', 'max_pred': '346902906170754', 'max_ratio': 0.33333333333333337, 'matches': 0}
{'id': 6, 'label': '2255439101448510', 'max_pred': '375164258582684', 'max_ratio': 0.32258064516129037, 'matches': 0}
{'id': 8, 'label': '213116050190443', 'max_pred': '3560648870916626', 'max_ratio': 0.32258064516129037, 'matches': 0}
{'id': 9, 'label': '6576337390603121', 'max_pred': '375164474481660', 'max_ratio': 0.32258064516129037, 'matches': 0}
{'id': 13, 'label': '4886016419538433188', 'max_pred': '375164474481660', 'max_ratio': 0.2941176470588235, 'matches': 0}
{'id': 1, 'label': '6553751007408996', 'max_pred': '305922826866662', 'max_ratio': 0.25806451612903225, 'matches': 0}
Total matches: 4
[0.6875, 0.25806451612903225, 1.0, 0.37037037037037035, 0.47058823529411764, 0.7857142857142857, 0.32258064516129037, 0.48275862068965514, 0.32258064516129037, 0.32258064516129037, 0.37037037037037035, 0.5, 0.3870967741935484, 0.2941176470588235, 0.3870967741935484, 0.6666666666666667, 1.0, 0.8125, 0.5185185185185186, 0.4666666666666667, 0.3529411764705882, 0.4, 0.5806451612903225, 1.0, 0.33333333333333337, 0.3870967741935484, 0.3870967741935484, 0.8, 0.4375, 0.37037037037037035, 1.0, 0.5333333333333333]
