{'id': 85, 'label': '675968587872', 'max_pred': '3536598574903872', 'max_ratio': 0.6428571428571428, 'matches': 0}
{'id': 34, 'label': '3581473142512029', 'max_pred': '3531441220652062', 'max_ratio': 0.625, 'matches': 0}
{'id': 14, 'label': '3536599271908954', 'max_pred': '3536598004903876', 'max_ratio': 0.5625, 'matches': 0}
{'id': 64, 'label': '3521475680566823', 'max_pred': '3561044422608056', 'max_ratio': 0.5625, 'matches': 0}
{'id': 16, 'label': '3560648870916626', 'max_pred': '3536598004903876', 'max_ratio': 0.5, 'matches': 0}
{'id': 17, 'label': '3545600715427384', 'max_pred': '3536598004903876', 'max_ratio': 0.5, 'matches': 0}
{'id': 23, 'label': '3518243454487278', 'max_pred': '3531441220652018', 'max_ratio': 0.5, 'matches': 0}
{'id': 25, 'label': '2307599449762076', 'max_pred': '3531441922612010', 'max_ratio': 0.5, 'matches': 0}
{'id': 33, 'label': '6011790619653876', 'max_pred': '3536598004903876', 'max_ratio': 0.5, 'matches': 0}
{'id': 37, 'label': '3561435212503000', 'max_pred': '3521444252423252', 'max_ratio': 0.5, 'matches': 0}
{'id': 60, 'label': '3595931873464839', 'max_pred': '3536598004903876', 'max_ratio': 0.5, 'matches': 0}
{'id': 69, 'label': '2251497949601272', 'max_pred': '3531441220652012', 'max_ratio': 0.5, 'matches': 0}
{'id': 70, 'label': '3534174344152709', 'max_pred': '3521444435214444', 'max_ratio': 0.5, 'matches': 0}
{'id': 84, 'label': '2221421242648654', 'max_pred': '3521444435214443', 'max_ratio': 0.5, 'matches': 0}
{'id': 7, 'label': '30592211669726', 'max_pred': '3561089579905276', 'max_ratio': 0.4666666666666667, 'matches': 0}
{'id': 63, 'label': '30085327573437', 'max_pred': '3536598004903876', 'max_ratio': 0.4666666666666667, 'matches': 0}
{'id': 77, 'label': '30546925067742', 'max_pred': '3536598574966564', 'max_ratio': 0.4666666666666667, 'matches': 0}
{'id': 36, 'label': '4641741725325731662', 'max_pred': '3531441220652062', 'max_ratio': 0.4571428571428572, 'matches': 0}
{'id': 2, 'label': '371511505520350', 'max_pred': '3531441220612061', 'max_ratio': 0.4516129032258065, 'matches': 0}
{'id': 21, 'label': '213132716644657', 'max_pred': '3521415131513151', 'max_ratio': 0.4516129032258065, 'matches': 0}
{'id': 27, 'label': '346902906220058', 'max_pred': '3536598004903876', 'max_ratio': 0.4516129032258065, 'matches': 0}
{'id': 31, 'label': '375164258582684', 'max_pred': '3521444435214443', 'max_ratio': 0.4516129032258065, 'matches': 0}
{'id': 80, 'label': '378218083165854', 'max_pred': '3536598574903872', 'max_ratio': 0.4516129032258065, 'matches': 0}
{'id': 0, 'label': '3525609767017203', 'max_pred': '3531441922612016', 'max_ratio': 0.4375, 'matches': 0}
{'id': 1, 'label': '6553751007408996', 'max_pred': '3561088574674551', 'max_ratio': 0.4375, 'matches': 0}
{'id': 30, 'label': '6011486064635225', 'max_pred': '3531441220652062', 'max_ratio': 0.4375, 'matches': 0}
{'id': 42, 'label': '4126783500631694', 'max_pred': '3531441220652010', 'max_ratio': 0.4375, 'matches': 0}
{'id': 44, 'label': '6011169220163049', 'max_pred': '3531441220652062', 'max_ratio': 0.4375, 'matches': 0}
{'id': 78, 'label': '4674802721174445', 'max_pred': '3521444435214443', 'max_ratio': 0.4375, 'matches': 0}
{'id': 87, 'label': '4505119144952074', 'max_pred': '3531441220652010', 'max_ratio': 0.4375, 'matches': 0}
{'id': 90, 'label': '4138571586470251', 'max_pred': '3531441220652012', 'max_ratio': 0.4375, 'matches': 0}
{'id': 95, 'label': '2232244527581169', 'max_pred': '3521444252425242', 'max_ratio': 0.4375, 'matches': 0}
Total matches: 0
[0.4375, 0.4375, 0.4516129032258065, 0.4285714285714286, 0.2857142857142857, 0.4, 0.375, 0.4666666666666667, 0.3870967741935484, 0.25, 0.3571428571428571, 0.4137931034482759, 0.25806451612903225, 0.2857142857142857, 0.5625, 0.3870967741935484, 0.5, 0.5, 0.4285714285714286, 0.32258064516129037, 0.4, 0.4516129032258065, 0.3125, 0.5, 0.32258064516129037, 0.5, 0.3125, 0.4516129032258065, 0.3125, 0.3571428571428571, 0.4375, 0.4516129032258065, 0.3125, 0.5, 0.625, 0.2857142857142857, 0.4571428571428572, 0.5, 0.375, 0.25, 0.4285714285714286, 0.2142857142857143, 0.4375, 0.3125, 0.4375, 0.4, 0.3125, 0.4, 0.375, 0.3571428571428571, 0.32258064516129037, 0.375, 0.2857142857142857, 0.3571428571428571, 0.3125, 0.27586206896551724, 0.2857142857142857, 0.4137931034482759, 0.25, 0.3125, 0.5, 0.375, 0.4, 0.4666666666666667, 0.5625, 0.3448275862068966, 0.375, 0.32258064516129037, 0.375, 0.5, 0.5, 0.4, 0.25, 0.3448275862068966, 0.3571428571428571, 0.33333333333333337, 0.4137931034482759, 0.4666666666666667, 0.4375, 0.3571428571428571, 0.4516129032258065, 0.4, 0.3571428571428571, 0.25, 0.5, 0.6428571428571428, 0.375, 0.4375, 0.4, 0.4285714285714286, 0.4375, 0.34285714285714286, 0.3125, 0.33333333333333337, 0.25, 0.4375, 0.3125, 0.4375, 0.4, 0.4375]
