{'id': 38, 'label': '3509555729814114', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.3902439024390244, 'matches': 0}
{'id': 0, 'label': '3525609767017203', 'max_pred': '355555512122222', 'max_ratio': 0.32258064516129037, 'matches': 0}
{'id': 2, 'label': '371511505520350', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.30000000000000004, 'matches': 0}
{'id': 32, 'label': '3561001575175941', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.29268292682926833, 'matches': 0}
{'id': 54, 'label': '6011962191274161', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.29268292682926833, 'matches': 0}
{'id': 59, 'label': '3597595692866355', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.29268292682926833, 'matches': 0}
{'id': 35, 'label': '675958511494', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.2702702702702703, 'matches': 0}
{'id': 6, 'label': '2255439101448510', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 28, 'label': '5569516637636371', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 34, 'label': '3581473142512029', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 61, 'label': '5252498748675311', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 72, 'label': '6565911872108677', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 87, 'label': '4505119144952074', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 90, 'label': '4138571586470251', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 95, 'label': '2232244527581169', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.24390243902439024, 'matches': 0}
{'id': 91, 'label': '4992438814721078889', 'max_pred': '355555512122222', 'max_ratio': 0.23529411764705888, 'matches': 0}
{'id': 3, 'label': '565574485290', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.21621621621621623, 'matches': 0}
{'id': 7, 'label': '30592211669726', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.20512820512820518, 'matches': 0}
{'id': 75, 'label': '30505794301780', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.20512820512820518, 'matches': 0}
{'id': 81, 'label': '38244202553186', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.20512820512820518, 'matches': 0}
{'id': 93, 'label': '30548478565643', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.20512820512820518, 'matches': 0}
{'id': 8, 'label': '213116050190443', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19999999999999996, 'matches': 0}
{'id': 15, 'label': '345734524059803', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19999999999999996, 'matches': 0}
{'id': 24, 'label': '213185011695972', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19999999999999996, 'matches': 0}
{'id': 31, 'label': '375164258582684', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19999999999999996, 'matches': 0}
{'id': 96, 'label': '2704709228957164', 'max_pred': '35555551212222', 'max_ratio': 0.19999999999999996, 'matches': 0}
{'id': 1, 'label': '6553751007408996', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19512195121951215, 'matches': 0}
{'id': 14, 'label': '3536599271908954', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19512195121951215, 'matches': 0}
{'id': 17, 'label': '3545600715427384', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19512195121951215, 'matches': 0}
{'id': 22, 'label': '2715501318705059', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.19512195121951215, 'matches': 0}
{'id': 37, 'label': '3561435212503000', 'max_pred': '3555555111111111111111111', 'max_ratio': 0.19512195121951215, 'matches': 0}
{'id': 44, 'label': '6011169220163049', 'max_pred': '3555551111111111111111111', 'max_ratio': 0.19512195121951215, 'matches': 0}
Total matches: 0
[0.32258064516129037, 0.19512195121951215, 0.30000000000000004, 0.21621621621621623, 0.13636363636363635, 0.15384615384615385, 0.24390243902439024, 0.20512820512820518, 0.19999999999999996, 0.14634146341463417, 0.16216216216216217, 0.10526315789473684, 0.15000000000000002, 0.13636363636363635, 0.19512195121951215, 0.19999999999999996, 0.14634146341463417, 0.19512195121951215, 0.10810810810810811, 0.09999999999999998, 0.18181818181818177, 0.15000000000000002, 0.19512195121951215, 0.14634146341463417, 0.19999999999999996, 0.09756097560975607, 0.09756097560975607, 0.09999999999999998, 0.24390243902439024, 0.10810810810810811, 0.14634146341463417, 0.19999999999999996, 0.29268292682926833, 0.14634146341463417, 0.24390243902439024, 0.2702702702702703, 0.13636363636363635, 0.19512195121951215, 0.3902439024390244, 0.09756097560975607, 0.16216216216216217, 0.10810810810810811, 0.14634146341463417, 0.14634146341463417, 0.19512195121951215, 0.13636363636363635, 0.19512195121951215, 0.18181818181818177, 0.09756097560975607, 0.05405405405405406, 0.09999999999999998, 0.09756097560975607, 0.05405405405405406, 0.16216216216216217, 0.29268292682926833, 0, 0.10810810810810811, 0.1578947368421053, 0.14634146341463417, 0.29268292682926833, 0.19512195121951215, 0.24390243902439024, 0.09090909090909094, 0.15384615384615385, 0.19512195121951215, 0.10526315789473684, 0.14634146341463417, 0.09999999999999998, 0.09756097560975607, 0.14634146341463417, 0.19512195121951215, 0.10256410256410253, 0.24390243902439024, 0.10526315789473684, 0.16216216216216217, 0.20512820512820518, 0.052631578947368474, 0.15384615384615385, 0.09756097560975607, 0.05405405405405406, 0.15000000000000002, 0.20512820512820518, 0.05405405405405406, 0.14634146341463417, 0.09756097560975607, 0.10810810810810811, 0.19512195121951215, 0.24390243902439024, 0.18181818181818177, 0.10810810810810811, 0.24390243902439024, 0.23529411764705888, 0.14634146341463417, 0.20512820512820518, 0.19512195121951215, 0.24390243902439024, 0.19999999999999996, 0.14634146341463417, 0.10256410256410253, 0.19512195121951215]
